location,temp_c,humidity,pressure_mb,windspeed_kph,pm2_5,pm10,co,no2,hour,day,month,day_of_week,aqi_index
Anand Vihar,31.9,70,975.0,6.9,27.5,43.2,398,5.1,13,7,2,4,126
Anand Vihar,32.8,70,974.0,6.4,28.1,48.5,435,5.8,14,7,2,4,125
Anand Vihar,33.0,69,973.1,6.8,27.6,47.8,457,6.0,15,7,2,4,143
Anand Vihar,32.8,70,972.8,6.2,27.7,49.8,486,6.9,16,7,2,4,163
Anand Vihar,31.9,71,973.1,6.1,28.1,28.1,535,12.7,17,7,2,4,175
Anand Vihar,31.5,73,973.7,7.9,31.4,32.7,636,24.2,18,7,2,4,175
Anand Vihar,30.5,79,974.3,6.2,37.8,53.9,757,39.8,19,7,2,4,168
Anand Vihar,30.0,83,975.3,5.2,42.6,60.8,824,49.8,20,7,2,4,151
Anand Vihar,29.6,84,975.9,7.0,44.0,57.6,795,49.1,21,7,2,4,122
Anand Vihar,29.1,85,976.3,6.5,43.0,56.7,711,42.9,22,7,2,4,118
Anand Vihar,28.6,87,976.2,6.4,40.3,61.2,620,36.4,23,7,2,4,116
Connaught Place,28.2,88,974.8,3.3,60.3,69.6,818,65.2,0,7,2,4,119
Connaught Place,27.9,90,974.3,3.1,58.3,69.2,739,59.9,1,7,2,4,122
Connaught Place,27.7,90,974.1,3.9,55.1,66.4,673,55.2,2,7,2,4,124
Connaught Place,27.4,92,974.0,3.8,53.3,60.3,606,52.3,3,7,2,4,125
Connaught Place,27.2,93,974.1,3.8,53.0,57.6,552,49.9,4,7,2,4,127
Connaught Place,27.1,93,974.5,4.2,66.6,73.1,545,62.3,5,7,2,4,129
Connaught Place,27.8,89,974.5,6.4,64.0,67.5,639,51.9,6,7,2,4,130
Connaught Place,28.5,87,975.2,4.7,55.1,59.5,780,37.3,7,7,2,4,131
Connaught Place,29.8,81,975.3,5.8,30.4,45.6,841,24.9,8,7,2,4,132
Connaught Place,31.1,73,975.5,8.3,24.9,43.5,735,16.9,9,7,2,4,129
Connaught Place,31.7,72,975.2,9.0,31.5,98.7,548,11.1,10,7,2,4,128
Connaught Place,32.5,70,975.0,8.7,29.4,67.1,416,7.1,11,7,2,4,127
Connaught Place,32.6,69,974.3,9.9,27.2,40.9,399,5.2,12,7,2,4,127
Connaught Place,31.8,70,973.7,6.8,27.5,43.2,437,5.1,13,7,2,4,126
Connaught Place,32.5,69,972.7,6.8,28.1,48.5,482,5.8,14,7,2,4,125
Connaught Place,33.1,68,971.7,6.6,27.6,47.8,513,6.0,15,7,2,4,143
Connaught Place,32.7,71,971.5,5.9,27.7,49.8,552,6.9,16,7,2,4,163
Connaught Place,31.9,73,971.6,6.5,28.1,28.1,612,12.7,17,7,2,4,175
Connaught Place,31.7,72,972.2,7.4,31.4,32.7,728,24.2,18,7,2,4,175
Connaught Place,30.5,78,972.9,6.3,37.8,53.9,867,39.8,19,7,2,4,168
Connaught Place,30.0,83,973.8,5.0,42.6,60.8,940,49.8,20,7,2,4,151
Connaught Place,29.6,84,974.4,6.0,44.0,57.6,899,49.1,21,7,2,4,122
Connaught Place,29.3,85,974.9,6.4,43.0,56.7,792,42.9,22,7,2,4,118
Connaught Place,28.9,87,974.8,6.0,40.3,61.2,681,36.4,23,7,2,4,116
Dwarka,28.1,88,975.4,4.5,50.1,62.6,882,54.6,0,7,2,4,126
Dwarka,27.9,88,974.8,4.1,48.5,58.1,803,49.6,1,7,2,4,127
Dwarka,27.6,89,974.8,5.1,48.0,57.9,735,45.4,2,7,2,4,129
Dwarka,27.4,90,974.6,5.1,48.2,53.9,670,42.9,3,7,2,4,130
Dwarka,27.1,91,974.7,4.5,48.0,51.8,616,41.2,4,7,2,4,132
Dwarka,27.0,92,975.0,5.1,62.6,68.0,587,62.9,5,7,2,4,134
Dwarka,27.5,92,975.1,7.1,58.2,60.8,610,52.1,6,7,2,4,137
Dwarka,28.3,89,975.6,5.1,46.7,50.2,659,37.0,7,7,2,4,139
Dwarka,29.7,82,975.8,5.8,28.6,63.6,675,24.1,8,7,2,4,140
Dwarka,31.0,74,976.0,8.6,23.9,43.3,619,15.8,9,7,2,4,138
Dwarka,31.8,71,975.8,9.6,28.7,79.2,529,9.7,10,7,2,4,137
Dwarka,32.5,69,975.5,9.2,26.5,62.6,464,5.6,11,7,2,4,137
Dwarka,32.9,67,974.8,9.3,37.8,194.6,449,3.5,12,7,2,4,134
Dwarka,31.8,73,974.1,8.8,54.7,430.3,459,3.3,13,7,2,4,133
Dwarka,32.4,71,973.2,6.6,63.1,523.4,474,4.3,14,7,2,4,132
Dwarka,33.1,68,972.3,6.3,49.7,328.8,468,5.7,15,7,2,4,131
Dwarka,32.6,69,972.0,7.4,41.7,227.2,467,8.3,16,7,2,4,135
Dwarka,32.0,70,972.2,6.2,26.7,46.4,532,10.8,17,7,2,4,146
Dwarka,31.6,73,972.8,6.5,29.9,46.9,742,21.6,18,7,2,4,147
Dwarka,30.3,80,973.4,5.8,38.1,66.8,1016,36.4,19,7,2,4,139
Dwarka,29.7,84,974.4,5.9,42.4,67.5,1178,46.2,20,7,2,4,126
Dwarka,29.4,86,974.9,6.6,43.0,60.1,1130,46.6,21,7,2,4,123
Dwarka,29.0,88,975.4,6.1,42.4,58.2,968,42.1,22,7,2,4,121
Dwarka,28.6,89,975.4,6.0,40.4,62.6,804,36.8,23,7,2,4,120
Okhla Phase III,28.0,89,973.4,2.8,50.1,62.6,689,54.6,0,7,2,4,126
Okhla Phase III,27.7,89,973.0,3.5,48.5,58.1,618,49.6,1,7,2,4,127
Okhla Phase III,27.3,91,972.9,3.3,48.0,57.9,566,45.4,2,7,2,4,129
Okhla Phase III,27.0,93,972.7,2.4,48.2,53.9,534,42.9,3,7,2,4,130
Okhla Phase III,26.9,93,972.8,3.4,48.0,51.8,519,41.2,4,7,2,4,132
Okhla Phase III,26.8,93,973.2,3.1,62.6,68.0,531,62.9,5,7,2,4,134
Okhla Phase III,27.0,95,973.1,5.1,58.2,60.8,600,52.1,6,7,2,4,137
Okhla Phase III,28.1,90,973.7,3.4,46.7,50.2,695,37.0,7,7,2,4,139
Okhla Phase III,29.6,82,974.0,5.3,28.6,63.6,729,24.1,8,7,2,4,140
Okhla Phase III,31.0,73,974.1,9.5,23.9,43.3,638,15.8,9,7,2,4,138
Okhla Phase III,31.8,71,973.9,10.5,28.7,79.2,486,9.7,10,7,2,4,137
Okhla Phase III,32.4,69,973.7,10.7,26.5,62.6,376,5.6,11,7,2,4,137
Okhla Phase III,32.8,67,973.0,10.8,37.8,194.6,355,3.5,12,7,2,4,134
Okhla Phase III,33.0,65,972.1,8.7,54.7,430.3,377,3.3,13,7,2,4,133
Okhla Phase III,33.2,64,971.3,7.6,63.1,523.4,407,4.3,14,7,2,4,132
Okhla Phase III,33.0,65,970.5,7.5,49.7,328.8,426,5.7,15,7,2,4,131
Okhla Phase III,32.3,68,970.3,8.5,41.7,227.2,454,8.3,16,7,2,4,135
Okhla Phase III,31.9,73,970.3,6.6,26.7,46.4,509,10.8,17,7,2,4,146
Okhla Phase III,31.1,76,971.1,6.8,29.9,46.9,632,21.6,18,7,2,4,147
Okhla Phase III,30.3,82,971.7,4.8,38.1,66.8,783,36.4,19,7,2,4,139
Okhla Phase III,29.8,85,972.5,4.6,42.4,67.5,861,46.2,20,7,2,4,126
Okhla Phase III,29.4,86,973.3,7.4,43.0,60.1,803,46.6,21,7,2,4,123
Okhla Phase III,28.9,88,973.5,5.4,42.4,58.2,672,42.1,22,7,2,4,121
Okhla Phase III,28.5,88,973.6,6.6,40.4,62.6,553,36.8,23,7,2,4,120
Rohini,28.5,86,974.4,4.2,60.3,69.6,807,65.2,0,7,2,4,119
Rohini,28.2,88,973.8,4.3,58.3,69.2,711,59.9,1,7,2,4,122
Rohini,27.9,89,973.6,5.1,55.1,66.4,633,55.2,2,7,2,4,124
Rohini,27.6,91,973.5,5.0,53.3,60.3,581,52.3,3,7,2,4,125
Rohini,27.4,92,973.7,5.2,53.0,57.6,547,49.9,4,7,2,4,127
Rohini,27.1,93,974.0,6.1,66.6,73.1,540,62.3,5,7,2,4,129
Rohini,28.2,87,974.0,7.8,64.0,67.5,586,51.9,6,7,2,4,130
Rohini,28.9,84,974.7,6.3,55.1,59.5,659,37.3,7,7,2,4,131
Rohini,30.2,78,974.8,6.8,30.4,45.6,687,24.9,8,7,2,4,132
Rohini,31.4,72,975.1,8.8,24.9,43.5,623,16.9,9,7,2,4,129
Rohini,32.0,70,974.7,10.1,31.5,98.7,515,11.1,10,7,2,4,128
Rohini,32.7,69,974.6,9.1,29.4,67.1,437,7.1,11,7,2,4,127
Rohini,33.2,67,973.8,8.4,27.2,40.9,420,5.2,12,7,2,4,127
Rohini,31.1,73,973.4,8.9,27.5,43.2,433,5.1,13,7,2,4,126
Rohini,32.6,67,972.2,6.0,28.1,48.5,455,5.8,14,7,2,4,125
Rohini,33.2,66,971.4,6.3,27.6,47.8,474,6.0,15,7,2,4,143
Rohini,33.0,68,971.0,7.0,27.7,49.8,502,6.9,16,7,2,4,163
Rohini,32.2,72,971.1,6.9,28.1,28.1,550,12.7,17,7,2,4,175
Rohini,32.0,69,971.7,8.0,31.4,32.7,645,24.2,18,7,2,4,175
Rohini,30.9,75,972.4,7.6,37.8,53.9,761,39.8,19,7,2,4,168
Rohini,30.2,80,973.4,7.4,42.6,60.8,828,49.8,20,7,2,4,151
Rohini,29.8,83,973.9,6.0,44.0,57.6,810,49.1,21,7,2,4,122
Rohini,29.4,85,974.4,6.7,43.0,56.7,743,42.9,22,7,2,4,118
Rohini,29.0,86,974.3,6.7,40.3,61.2,664,36.4,23,7,2,4,116
IGI Airport,28.1,88,972.9,4.5,50.1,62.6,845,54.6,0,7,2,4,126
IGI Airport,27.9,88,972.3,4.1,48.5,58.1,777,49.6,1,7,2,4,127
IGI Airport,27.6,89,972.3,5.1,48.0,57.9,718,45.4,2,7,2,4,129
IGI Airport,27.4,90,972.0,5.1,48.2,53.9,647,42.9,3,7,2,4,130
IGI Airport,27.1,91,972.2,4.5,48.0,51.8,583,41.2,4,7,2,4,132
IGI Airport,27.0,92,972.5,5.1,62.6,68.0,564,62.9,5,7,2,4,134
IGI Airport,27.5,92,972.5,7.1,58.2,60.8,638,52.1,6,7,2,4,137
IGI Airport,28.3,89,973.1,5.1,46.7,50.2,757,37.0,7,7,2,4,139
IGI Airport,29.7,82,973.3,5.8,28.6,63.6,808,24.1,8,7,2,4,140
IGI Airport,31.0,74,973.5,8.6,23.9,43.3,715,15.8,9,7,2,4,138
IGI Airport,31.8,71,973.3,9.6,28.7,79.2,555,9.7,10,7,2,4,137
IGI Airport,32.5,69,973.1,9.2,26.5,62.6,443,5.6,11,7,2,4,137
IGI Airport,32.9,67,972.3,9.3,37.8,194.6,432,3.5,12,7,2,4,134
IGI Airport,31.8,73,971.6,8.8,54.7,430.3,469,3.3,13,7,2,4,133
IGI Airport,32.4,71,970.7,6.6,63.1,523.4,509,4.3,14,7,2,4,132
IGI Airport,33.1,68,969.8,6.3,49.7,328.8,522,5.7,15,7,2,4,131
IGI Airport,32.6,69,969.6,7.4,41.7,227.2,537,8.3,16,7,2,4,135
IGI Airport,32.0,70,969.7,6.2,26.7,46.4,601,10.8,17,7,2,4,146
IGI Airport,31.6,73,970.4,6.5,29.9,46.9,779,21.6,18,7,2,4,147
IGI Airport,30.3,80,970.9,5.8,38.1,66.8,1005,36.4,19,7,2,4,139
IGI Airport,29.7,84,971.8,5.9,42.4,67.5,1130,46.2,20,7,2,4,126
IGI Airport,29.4,86,972.4,6.6,43.0,60.1,1070,46.6,21,7,2,4,123
IGI Airport,29.0,88,972.9,6.1,42.4,58.2,909,42.1,22,7,2,4,121
IGI Airport,28.6,89,972.8,6.0,40.4,62.6,751,36.8,23,7,2,4,120
Anand Vihar,28.1,87,976.2,7.6,34.3,43.3,525,30.7,0,7,3,4,114
Anand Vihar,27.8,88,976.1,8.4,31.1,39.1,423,24.9,1,7,3,4,111
Anand Vihar,27.5,90,975.8,6.2,28.9,35.7,357,21.1,2,7,3,4,109
Anand Vihar,27.2,92,975.6,7.2,27.6,32.4,350,21.2,3,7,3,4,106
Anand Vihar,27.0,93,976.0,7.0,27.4,31.0,379,23.3,4,7,3,4,103
Anand Vihar,26.8,93,976.6,8.5,30.5,34.3,421,22.7,5,7,3,4,100
Anand Vihar,27.4,89,976.4,7.0,27.7,29.5,488,21.5,6,7,3,4,97
Anand Vihar,28.0,87,976.9,5.8,26.5,27.3,569,19.7,7,7,3,4,94
Anand Vihar,29.3,81,977.6,6.3,27.8,28.1,603,17.6,8,7,3,4,91
Anand Vihar,30.8,72,977.5,10.6,26.3,26.5,546,14.8,9,7,3,4,91
Anand Vihar,31.8,68,977.4,9.6,26.4,27.8,442,11.8,10,7,3,4,91
Anand Vihar,32.5,64,977.0,9.9,28.3,57.7,366,9.4,11,7,3,4,91
Anand Vihar,33.0,64,976.5,8.4,29.9,57.4,349,8.1,12,7,3,4,91
Anand Vihar,33.4,62,975.4,6.8,34.2,45.4,360,7.5,13,7,3,4,91
Anand Vihar,33.5,62,974.7,6.0,34.9,51.9,385,7.9,14,7,3,4,92
Anand Vihar,33.2,62,973.9,5.4,35.6,43.2,423,8.8,15,7,3,4,92
Anand Vihar,33.4,63,973.3,5.3,38.6,44.7,475,10.7,16,7,3,4,93
Anand Vihar,32.8,65,973.4,5.6,43.8,150.9,528,14.1,17,7,3,4,105
Anand Vihar,32.0,71,974.5,4.6,47.4,139.2,589,29.3,18,7,3,4,120
Anand Vihar,31.1,78,975.2,3.2,55.1,125.7,652,49.9,19,7,3,4,126
Anand Vihar,30.5,81,975.9,4.0,60.3,119.7,679,63.2,20,7,3,4,119
Anand Vihar,29.9,84,976.6,4.7,61.2,108.0,647,62.5,21,7,3,4,102
Anand Vihar,29.5,85,977.0,6.0,56.7,90.8,581,54.4,22,7,3,4,102
Anand Vihar,29.0,85,976.9,7.4,50.9,77.3,515,46.0,23,7,3,4,103
Connaught Place,28.4,87,974.8,7.5,34.3,43.3,571,30.7,0,7,3,4,114
Connaught Place,28.0,87,974.7,8.1,31.1,39.1,457,24.9,1,7,3,4,111
Connaught Place,27.6,89,974.3,6.3,28.9,35.7,381,21.1,2,7,3,4,109
Connaught Place,27.3,91,974.2,7.2,27.6,32.4,362,21.2,3,7,3,4,106
Connaught Place,27.1,92,974.7,7.8,27.4,31.0,381,23.3,4,7,3,4,103
Connaught Place,26.9,93,975.0,7.9,30.5,34.3,421,22.7,5,7,3,4,100
Connaught Place,27.1,93,975.1,6.7,27.7,29.5,501,21.5,6,7,3,4,97
Connaught Place,27.9,88,975.4,6.3,26.5,27.3,602,19.7,7,7,3,4,94
Connaught Place,29.2,82,976.1,6.8,27.8,28.1,648,17.6,8,7,3,4,91
Connaught Place,30.6,73,976.0,10.4,26.3,26.5,586,14.8,9,7,3,4,91
Connaught Place,31.8,68,976.0,9.4,26.4,27.8,469,11.8,10,7,3,4,91
Connaught Place,32.5,64,975.7,9.5,28.3,57.7,384,9.4,11,7,3,4,91
Connaught Place,33.0,63,975.0,8.2,29.9,57.4,365,8.1,12,7,3,4,91
Connaught Place,33.2,63,974.0,6.5,34.2,45.4,377,7.5,13,7,3,4,91
Connaught Place,33.4,62,973.3,6.2,34.9,51.9,405,7.9,14,7,3,4,92
Connaught Place,33.3,62,972.5,6.4,35.6,43.2,440,8.8,15,7,3,4,92
Connaught Place,33.4,62,971.9,6.3,38.6,44.7,491,10.7,16,7,3,4,93
Connaught Place,33.1,63,972.0,5.4,43.8,150.9,568,14.1,17,7,3,4,105
Connaught Place,32.0,71,973.1,4.2,47.4,139.2,714,29.3,18,7,3,4,120
Connaught Place,31.0,79,973.9,3.1,55.1,125.7,886,49.9,19,7,3,4,126
Connaught Place,30.5,80,974.5,4.0,60.3,119.7,968,63.2,20,7,3,4,119
Connaught Place,30.0,82,975.2,4.5,61.2,108.0,884,62.5,21,7,3,4,102
Connaught Place,29.5,84,975.6,5.6,56.7,90.8,711,54.4,22,7,3,4,102
Connaught Place,29.2,85,975.5,7.2,50.9,77.3,562,46.0,23,7,3,4,103
Dwarka,28.3,90,975.3,7.3,35.3,44.4,659,31.3,0,7,3,4,118
Dwarka,28.0,89,975.2,8.1,32.1,40.7,512,25.0,1,7,3,4,117
Dwarka,27.6,89,974.9,6.7,31.2,39.6,409,20.8,2,7,3,4,115
Dwarka,27.3,91,974.8,7.7,30.9,37.7,375,20.7,3,7,3,4,113
Dwarka,27.0,92,975.2,8.7,30.5,35.9,386,22.6,4,7,3,4,112
Dwarka,26.7,92,975.6,8.5,32.6,37.7,412,22.5,5,7,3,4,110
Dwarka,26.9,95,975.5,6.9,29.5,31.8,461,21.1,6,7,3,4,107
Dwarka,27.8,90,976.1,7.0,28.7,29.6,526,19.1,7,7,3,4,104
Dwarka,29.1,83,976.6,7.8,26.8,27.1,554,16.7,8,7,3,4,102
Dwarka,30.5,74,976.6,10.9,27.3,27.5,511,13.7,9,7,3,4,102
Dwarka,31.6,69,976.6,9.6,27.4,28.2,432,10.5,10,7,3,4,102
Dwarka,32.3,65,976.2,10.1,30.0,48.3,372,8.0,11,7,3,4,102
Dwarka,32.7,65,975.7,8.5,28.3,45.6,349,6.6,12,7,3,4,102
Dwarka,33.2,64,974.5,6.9,36.9,44.0,344,6.1,13,7,3,4,101
Dwarka,33.5,62,973.9,6.4,33.9,50.9,355,6.5,14,7,3,4,99
Dwarka,33.5,62,973.1,6.1,34.6,47.4,370,7.5,15,7,3,4,97
Dwarka,33.2,63,972.4,5.6,35.7,46.3,401,9.5,16,7,3,4,95
Dwarka,33.0,64,972.6,4.9,49.1,235.2,483,11.4,17,7,3,4,95
Dwarka,31.6,74,973.7,4.1,47.0,175.1,681,29.1,18,7,3,4,97
Dwarka,30.7,80,974.4,3.4,56.3,158.8,929,53.1,19,7,3,4,98
Dwarka,30.1,82,975.0,4.3,62.6,144.4,1065,68.2,20,7,3,4,100
Dwarka,29.8,83,975.7,5.1,61.0,120.6,993,66.2,21,7,3,4,102
Dwarka,29.4,84,976.0,5.9,56.3,101.3,809,55.3,22,7,3,4,104
Dwarka,29.0,85,976.1,8.1,50.6,92.4,643,44.7,23,7,3,4,105
Okhla Phase III,28.0,88,973.5,7.9,35.3,44.4,470,31.3,0,7,3,4,118
Okhla Phase III,27.5,89,973.3,8.1,32.1,40.7,400,25.0,1,7,3,4,117
Okhla Phase III,27.3,91,973.1,6.8,31.2,39.6,355,20.8,2,7,3,4,115
Okhla Phase III,27.1,92,973.0,8.8,30.9,37.7,343,20.7,3,7,3,4,113
Okhla Phase III,26.7,92,973.3,7.7,30.5,35.9,357,22.6,4,7,3,4,112
Okhla Phase III,26.4,93,974.0,9.0,32.6,37.7,385,22.5,5,7,3,4,110
Okhla Phase III,27.1,92,973.7,7.9,29.5,31.8,443,21.1,6,7,3,4,107
Okhla Phase III,27.6,89,974.2,6.0,28.7,29.6,516,19.1,7,7,3,4,104
Okhla Phase III,29.1,82,974.8,7.7,26.8,27.1,550,16.7,8,7,3,4,102
Okhla Phase III,30.6,74,974.7,10.9,27.3,27.5,507,13.7,9,7,3,4,102
Okhla Phase III,31.6,70,974.7,9.9,27.4,28.2,425,10.5,10,7,3,4,102
Okhla Phase III,32.2,67,974.4,10.7,30.0,48.3,363,8.0,11,7,3,4,102
Okhla Phase III,32.8,64,973.7,9.4,28.3,45.6,342,6.6,12,7,3,4,102
Okhla Phase III,33.2,63,972.7,7.8,36.9,44.0,342,6.1,13,7,3,4,101
Okhla Phase III,33.5,61,972.0,7.1,33.9,50.9,359,6.5,14,7,3,4,99
Okhla Phase III,33.5,61,971.2,6.5,34.6,47.4,391,7.5,15,7,3,4,97
Okhla Phase III,33.2,63,970.6,6.4,35.7,46.3,440,9.5,16,7,3,4,95
Okhla Phase III,32.5,67,970.7,6.8,49.1,235.2,508,11.4,17,7,3,4,95
Okhla Phase III,31.8,71,971.8,5.6,47.0,175.1,626,29.1,18,7,3,4,97
Okhla Phase III,30.7,77,972.6,4.7,56.3,158.8,762,53.1,19,7,3,4,98
Okhla Phase III,30.1,79,973.1,4.6,62.6,144.4,827,68.2,20,7,3,4,100
Okhla Phase III,29.6,81,973.9,5.6,61.0,120.6,759,66.2,21,7,3,4,102
Okhla Phase III,29.2,83,974.2,7.1,56.3,101.3,619,55.3,22,7,3,4,104
Okhla Phase III,28.9,83,974.3,9.1,50.6,92.4,499,44.7,23,7,3,4,105
Rohini,28.6,87,974.3,8.1,34.3,43.3,569,30.7,0,7,3,4,114
Rohini,28.2,87,974.2,8.5,31.1,39.1,462,24.9,1,7,3,4,111
Rohini,27.9,88,973.8,7.1,28.9,35.7,391,21.1,2,7,3,4,109
Rohini,27.5,90,973.7,8.1,27.6,32.4,379,21.2,3,7,3,4,106
Rohini,27.3,92,974.3,9.1,27.4,31.0,403,23.3,4,7,3,4,103
Rohini,27.0,93,974.6,8.4,30.5,34.3,437,22.7,5,7,3,4,100
Rohini,27.0,93,974.6,7.6,27.7,29.5,491,21.5,6,7,3,4,97
Rohini,28.0,87,975.0,7.7,26.5,27.3,555,19.7,7,7,3,4,94
Rohini,29.5,80,975.6,8.3,27.8,28.1,581,17.6,8,7,3,4,91
Rohini,30.7,73,975.6,10.3,26.3,26.5,531,14.8,9,7,3,4,91
Rohini,31.9,67,975.6,10.2,26.4,27.8,443,11.8,10,7,3,4,91
Rohini,32.9,62,975.2,9.9,28.3,57.7,379,9.4,11,7,3,4,91
Rohini,33.5,60,974.6,9.4,29.9,57.4,365,8.1,12,7,3,4,91
Rohini,33.7,60,973.5,7.4,34.2,45.4,377,7.5,13,7,3,4,91
Rohini,33.8,59,972.9,6.6,34.9,51.9,401,7.9,14,7,3,4,92
Rohini,33.8,59,972.0,6.1,35.6,43.2,436,8.8,15,7,3,4,92
Rohini,33.7,61,971.4,5.3,38.6,44.7,485,10.7,16,7,3,4,93
Rohini,33.3,62,971.5,5.6,43.8,150.9,542,14.1,17,7,3,4,105
Rohini,32.2,68,972.6,5.4,47.4,139.2,620,29.3,18,7,3,4,120
Rohini,31.0,76,973.4,4.2,55.1,125.7,707,49.9,19,7,3,4,126
Rohini,30.5,79,974.0,4.9,60.3,119.7,756,63.2,20,7,3,4,119
Rohini,30.0,82,974.7,6.0,61.2,108.0,743,62.5,21,7,3,4,102
Rohini,29.6,83,975.0,6.9,56.7,90.8,692,54.4,22,7,3,4,102
Rohini,29.2,84,975.0,8.3,50.9,77.3,634,46.0,23,7,3,4,103
IGI Airport,28.3,90,972.8,7.3,35.3,44.4,616,31.3,0,7,3,4,118
IGI Airport,28.0,89,972.7,8.1,32.1,40.7,484,25.0,1,7,3,4,117
IGI Airport,27.6,89,972.3,6.7,31.2,39.6,394,20.8,2,7,3,4,115
IGI Airport,27.3,91,972.2,7.7,30.9,37.7,366,20.7,3,7,3,4,113
IGI Airport,27.0,92,972.7,8.7,30.5,35.9,380,22.6,4,7,3,4,112
IGI Airport,26.7,92,973.1,8.5,32.6,37.7,417,22.5,5,7,3,4,110
IGI Airport,26.9,95,973.0,6.9,29.5,31.8,495,21.1,6,7,3,4,107
IGI Airport,27.8,90,973.5,7.0,28.7,29.6,596,19.1,7,7,3,4,104
IGI Airport,29.1,83,974.0,7.8,26.8,27.1,644,16.7,8,7,3,4,102
IGI Airport,30.5,74,974.1,10.9,27.3,27.5,586,13.7,9,7,3,4,102
IGI Airport,31.6,69,974.1,9.6,27.4,28.2,474,10.5,10,7,3,4,102
IGI Airport,32.3,65,973.7,10.1,30.0,48.3,392,8.0,11,7,3,4,102
IGI Airport,32.7,65,973.2,8.5,28.3,45.6,368,6.6,12,7,3,4,102
IGI Airport,33.2,64,972.0,6.9,36.9,44.0,373,6.1,13,7,3,4,101
IGI Airport,33.5,62,971.4,6.4,33.9,50.9,400,6.5,14,7,3,4,99
IGI Airport,33.5,62,970.6,6.1,34.6,47.4,442,7.5,15,7,3,4,97
IGI Airport,33.2,63,969.9,5.6,35.7,46.3,507,9.5,16,7,3,4,95
IGI Airport,33.0,64,970.1,4.9,49.1,235.2,607,11.4,17,7,3,4,95
IGI Airport,31.6,74,971.2,4.1,47.0,175.1,798,29.1,18,7,3,4,97
IGI Airport,30.7,80,971.9,3.4,56.3,158.8,1025,53.1,19,7,3,4,98
IGI Airport,30.1,82,972.5,4.3,62.6,144.4,1135,68.2,20,7,3,4,100
IGI Airport,29.8,83,973.2,5.1,61.0,120.6,1028,66.2,21,7,3,4,102
IGI Airport,29.4,84,973.5,5.9,56.3,101.3,803,55.3,22,7,3,4,104
IGI Airport,29.0,85,973.5,8.1,50.6,92.4,611,44.7,23,7,3,4,105
Anand Vihar,28.6,85,976.7,7.6,44.9,65.7,456,38.7,0,7,4,0,104
Anand Vihar,28.0,87,976.5,8.0,41.9,65.2,399,31.0,1,7,4,0,105
Anand Vihar,27.6,88,976.4,6.9,40.9,64.5,362,25.9,2,7,4,0,106
Anand Vihar,27.4,90,976.3,6.4,40.5,60.1,354,25.4,3,7,4,0,108
Anand Vihar,27.1,91,976.7,6.3,41.1,54.9,368,27.4,4,7,4,0,109
Anand Vihar,26.8,93,976.9,3.7,41.2,86.8,398,26.9,5,7,4,0,110
Anand Vihar,28.2,91,977.1,6.2,40.9,93.4,463,25.4,6,7,4,0,111
Anand Vihar,28.9,86,977.4,5.0,37.8,98.7,546,23.2,7,7,4,0,113
Anand Vihar,29.9,80,977.5,3.9,33.8,76.6,589,20.4,8,7,4,0,114
Anand Vihar,31.1,74,977.6,4.2,29.6,48.4,555,16.5,9,7,4,0,115
Anand Vihar,32.3,68,977.6,4.2,28.6,37.5,481,12.0,10,7,4,0,115
Anand Vihar,33.2,62,977.4,4.8,28.9,34.2,424,8.5,11,7,4,0,115
Anand Vihar,34.1,60,976.6,5.1,30.3,41.7,407,6.6,12,7,4,0,115
Anand Vihar,34.3,60,975.9,4.4,31.5,43.4,407,5.8,13,7,4,0,115
Anand Vihar,34.2,61,975.2,2.8,32.6,44.0,416,6.2,14,7,4,0,115
Anand Vihar,34.1,62,974.3,2.6,33.9,41.6,434,5.8,15,7,4,0,122
Anand Vihar,34.1,61,973.3,3.3,35.5,41.4,462,6.7,16,7,4,0,153
Anand Vihar,33.8,63,973.2,5.8,48.1,51.7,493,30.1,17,7,4,0,175
Anand Vihar,30.0,78,974.7,4.1,49.7,54.0,529,39.5,18,7,4,0,187
Anand Vihar,29.5,81,974.3,4.3,56.7,61.2,569,52.7,19,7,4,0,189
Anand Vihar,29.5,83,975.5,3.2,70.5,74.7,599,63.7,20,7,4,0,181
Anand Vihar,29.4,85,976.1,4.1,75.0,78.7,622,71.5,21,7,4,0,166
Anand Vihar,29.1,87,976.6,4.0,82.9,86.4,636,77.3,22,7,4,0,142
Anand Vihar,28.8,88,976.4,6.7,88.5,91.5,624,78.3,23,7,4,0,120
Connaught Place,28.8,85,975.3,7.8,44.9,65.7,475,38.7,0,7,4,0,104
Connaught Place,28.1,87,975.0,7.4,41.9,65.2,412,31.0,1,7,4,0,105
Connaught Place,27.8,88,974.9,6.9,40.9,64.5,375,25.9,2,7,4,0,106
Connaught Place,27.5,89,974.8,6.4,40.5,60.1,370,25.4,3,7,4,0,108
Connaught Place,27.2,91,975.3,6.8,41.1,54.9,390,27.4,4,7,4,0,109
Connaught Place,26.9,93,975.4,3.9,41.2,86.8,425,26.9,5,7,4,0,110
Connaught Place,28.2,89,975.6,5.6,40.9,93.4,485,25.4,6,7,4,0,111
Connaught Place,29.0,86,976.0,5.3,37.8,98.7,559,23.2,7,7,4,0,113
Connaught Place,30.0,80,976.1,3.6,33.8,76.6,598,20.4,8,7,4,0,114
Connaught Place,31.3,74,976.2,3.1,29.6,48.4,569,16.5,9,7,4,0,115
